customerID,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Cliente,Servico_Celular,Linhas_Adicionais,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,TV_Streaming,Filmes_Streaming,Contrato,Faturamento_Sem_Papel,Metodo_de_Pagamento,Faturamento_Mensal,Faturamento_Total,Contas_Diarias,Churn_Num
1535-VTJOQ,Não,Feminino,Não,Não,Não,24,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),25.15,553,0.8383333333333333,0
1536-HBSWP,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,49.9,49.9,1.6633333333333333,0
1536-YHDOE,Não,Masculino,Não,Sim,Sim,17,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,1 Ano,Sim,Cheque Enviado,62.1,1096.65,2.07,0
1539-LNKHM,Não,Feminino,Não,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,20.4,266.6,0.6799999999999999,0
1541-ETJZO,Sim,Masculino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque Enviado,62.05,62.05,2.0683333333333334,1
1543-LLLFT,Não,Masculino,Sim,Sim,Não,61,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,1 Ano,Sim,Cheque Enviado,98.3,6066.55,3.2766666666666664,0
1544-JJMYL,Não,Masculino,Não,Não,Não,27,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,1 Ano,Não,Cartão de Crédito (Automático),69.35,1927.3,2.3116666666666665,0
1545-ACTAS,Não,Feminino,Não,Sim,Sim,48,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),99.7,4977.2,3.3233333333333333,0
1545-JFUML,Não,Masculino,Não,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Não,2 Anos,Sim,Cheque Eletrônico,99.0,6994.6,3.3,0
1548-ARAGG,Não,Feminino,Não,Sim,Sim,4,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque Enviado,58.5,224.85,1.95,0
1548-FEHVL,Não,Masculino,Não,Sim,Não,61,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,106.2,6375.2,3.54,0
1550-EENBN,Não,Feminino,Não,Não,Não,31,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque Eletrônico,104.35,3205.6,3.478333333333333,0
1550-LOAHA,Sim,Feminino,Não,Sim,Não,32,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Transferência Bancária (Automática),84.15,2585.95,2.805,1
1552-AAGRX,Não,Feminino,Não,Não,Não,30,Sim,Sim,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Não,Transferência Bancária (Automática),106.4,3211.9,3.546666666666667,0
1552-CZCLL,Não,Feminino,Não,Sim,Sim,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de Crédito (Automático),20.0,1087.25,0.6666666666666666,0
1552-TKMXS,Não,Feminino,Não,Sim,Não,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de Crédito (Automático),20.35,869.9,0.6783333333333333,0
1555-DJEQW,Sim,Feminino,Não,Sim,Sim,70,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),114.2,7723.9,3.8066666666666666,1
1555-HAPSU,Não,Feminino,Não,Sim,Sim,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),23.9,1663.5,0.7966666666666666,0
1557-EMYVT,Não,Feminino,Não,Não,Não,43,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),115.05,4895.1,3.835,0
1559-DTODC,Não,Masculino,Não,Não,Não,19,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),25.15,468.35,0.8383333333333333,0
1561-BWHIN,Não,Masculino,Não,Sim,Sim,19,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.8,344.5,0.66,0
1563-IWQEX,Não,Feminino,Não,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.7,220.35,0.6566666666666666,0
1564-HJUVY,Não,Masculino,Não,Não,Não,4,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Transferência Bancária (Automática),63.75,226.2,2.125,0
1564-NTYXF,Sim,Feminino,Sim,Não,Não,13,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,82.0,1127.2,2.7333333333333334,1
1565-RHDJD,Sim,Feminino,Não,Não,Sim,4,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência Bancária (Automática),84.05,333.55,2.8016666666666667,1
1567-DSCIC,Sim,Masculino,Não,Não,Não,8,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,94.0,773.65,3.1333333333333333,1
1568-BEKZM,Não,Masculino,Sim,Sim,Não,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),90.05,6333.4,3.0016666666666665,0
1568-LJSZU,Não,Masculino,Não,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),92.2,6392.85,3.0733333333333333,0
1569-TTNYJ,Sim,Masculino,Não,Sim,Não,5,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,78.75,412.1,2.625,1
1571-SAVHK,Sim,Masculino,Não,Não,Não,12,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque Enviado,99.95,1132.75,3.3316666666666666,1
1573-LGXBA,Não,Masculino,Não,Sim,Sim,57,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,1 Ano,Sim,Cartão de Crédito (Automático),97.55,5598,3.2516666666666665,0
1574-DYCWE,Não,Feminino,Não,Sim,Sim,51,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.95,1028.75,0.6649999999999999,0
1575-KRZZE,Não,Feminino,Não,Não,Não,4,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,55.2,220.65,1.84,0
1576-PFZIW,Não,Masculino,Sim,Sim,Não,70,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),105.35,7511.9,3.5116666666666663,0
1577-HKTFG,Sim,Feminino,Não,Sim,Não,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Transferência Bancária (Automática),19.65,655.85,0.6549999999999999,1
1579-KLYDT,Sim,Masculino,Não,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,90.45,593.45,3.015,1
1580-BMCMR,Não,Masculino,Sim,Não,Não,19,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,87.3,1637.3,2.9099999999999997,0
1582-RAFML,Sim,Masculino,Não,Não,Não,1,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque Enviado,60.1,60.1,2.0033333333333334,1
1583-IHQZE,Sim,Masculino,Não,Não,Não,12,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Enviado,112.95,1384.75,3.765,1
1585-MQSSU,Sim,Masculino,Não,Não,Não,17,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque Enviado,51.5,900.5,1.7166666666666666,1
1587-FKLZB,Sim,Masculino,Sim,Sim,Sim,66,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),99.5,6822.15,3.316666666666667,1
1589-AGTLK,Sim,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,45.35,141.5,1.5116666666666667,1
1591-MQJTP,Não,Masculino,Sim,Sim,Não,51,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Não,Sim,1 Ano,Sim,Transferência Bancária (Automática),93.65,4839.15,3.121666666666667,0
1591-NFNLQ,Sim,Masculino,Não,Não,Não,51,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cartão de Crédito (Automático),80.0,4242.35,2.6666666666666665,1
1591-XWLGB,Não,Feminino,Não,Sim,Não,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.85,1379.6,0.6616666666666667,0
1596-BBVTG,Sim,Masculino,Não,Não,Não,35,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (Automático),75.35,2636.05,2.5116666666666663,1
1596-OQSPS,Não,Feminino,Não,Não,Não,11,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,51.1,531.15,1.7033333333333334,0
1597-FZREH,Sim,Feminino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Cheque Eletrônico,76.4,160.8,2.546666666666667,1
1597-LHYNC,Sim,Feminino,Sim,Não,Não,26,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,95.0,2497.2,3.1666666666666665,1
1599-EAHXY,Não,Masculino,Não,Sim,Sim,60,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),23.95,1506.4,0.7983333333333333,0
1599-MMYRQ,Não,Masculino,Não,Sim,Sim,62,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),81.45,4983.05,2.7150000000000003,0
1600-DILPE,Não,Feminino,Não,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),45.0,524.35,1.5,0
1602-IJQQE,Sim,Feminino,Não,Não,Não,4,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,75.35,338.1,2.5116666666666663,1
1608-GMEWB,Não,Masculino,Sim,Não,Não,45,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),93.9,4200.25,3.1300000000000003,0
1612-EOHDH,Sim,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,45.15,45.15,1.505,1
1614-JBEBI,Não,Feminino,Não,Não,Não,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.7,137.6,0.69,0
1618-CFHME,Sim,Feminino,Não,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,75.9,143.35,2.5300000000000002,1
1619-YWUBB,Não,Feminino,Não,Sim,Não,68,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Cartão de Crédito (Automático),24.95,1614.9,0.8316666666666667,0
1621-YNCJH,Não,Feminino,Não,Sim,Não,36,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,2 Anos,Sim,Cartão de Crédito (Automático),106.05,3834.4,3.5349999999999997,0
1622-HSHSF,Não,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.55,19.55,0.6516666666666667,0
1623-NLDOT,Sim,Feminino,Não,Sim,Não,42,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Não,1 Ano,Não,Cheque Enviado,33.55,1445.3,1.1183333333333332,1
1624-NALOJ,Sim,Masculino,Sim,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,89.8,502.6,2.993333333333333,1
1624-WOIWJ,Sim,Feminino,Não,Não,Não,10,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Enviado,84.7,832.05,2.8233333333333333,1
1625-JAIIY,Sim,Feminino,Não,Sim,Sim,68,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,1 Ano,Sim,Cheque Eletrônico,83.0,5685.8,2.7666666666666666,1
1626-ERCMM,Sim,Masculino,Sim,Sim,Não,20,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,94.55,1899.65,3.1516666666666664,1
1627-AFWVJ,Não,Feminino,Não,Não,Não,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.4,554.25,0.6466666666666666,0
1628-BIZYP,Não,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,85.0,85,2.8333333333333335,0
1629-DQQVB,Não,Feminino,Não,Não,Não,14,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferência Bancária (Automática),50.1,709.5,1.6700000000000002,0
1635-FJFCC,Não,Feminino,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),44.05,202.15,1.4683333333333333,0
1635-HDGFT,Não,Feminino,Não,Não,Sim,19,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,20.5,398.55,0.6833333333333333,0
1635-NZATJ,Não,Masculino,Sim,Sim,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),25.45,1789.65,0.8483333333333333,0
1636-NTNCO,Não,Masculino,Sim,Não,Não,4,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),50.95,207.35,1.6983333333333335,0
1640-PLFMP,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,70.25,70.25,2.341666666666667,0
1641-BYBTK,Não,Masculino,Não,Não,Sim,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.2,98.35,0.6733333333333333,0
1641-RQDAY,Não,Feminino,Sim,Sim,Sim,32,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,100.4,3217.65,3.3466666666666667,0
1642-HMARX,Não,Feminino,Não,Sim,Não,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cheque Eletrônico,91.7,6424.7,3.0566666666666666,0
1644-IRKSF,Sim,Feminino,Não,Sim,Sim,33,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,93.8,3124.5,3.1266666666666665,1
1656-DRSMG,Não,Feminino,Não,Não,Não,63,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),109.85,7002.95,3.6616666666666666,0
1657-DYMBM,Não,Masculino,Não,Sim,Não,53,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.9,1110.05,0.6633333333333333,0
1658-BYGOY,Sim,Masculino,Sim,Não,Não,18,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,95.45,1752.55,3.1816666666666666,1
1658-TJVOA,Não,Feminino,Sim,Não,Não,6,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,74.1,450.9,2.4699999999999998,0
1658-XUHBX,Não,Feminino,Sim,Sim,Sim,59,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito (Automático),88.75,5348.65,2.9583333333333335,0
1660-HSOOQ,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque Enviado,49.65,49.65,1.655,1
1661-CZBAU,Não,Masculino,Não,Não,Não,48,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,1 Ano,Sim,Transferência Bancária (Automática),70.95,3629.2,2.365,0
1663-MHLHE,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.2,19.2,0.64,0
1666-JXLKU,Não,Feminino,Não,Não,Não,37,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,100.05,3810.55,3.335,0
1666-JZPZT,Não,Masculino,Não,Não,Não,27,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Enviado,49.0,1291.35,1.6333333333333333,0
1670-SVOWZ,Sim,Feminino,Não,Sim,Sim,14,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito (Automático),89.65,1208.35,2.9883333333333337,1
1676-MQAOA,Não,Masculino,Não,Não,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,2 Anos,Sim,Transferência Bancária (Automática),75.1,5336.35,2.503333333333333,0
1678-FYZOW,Sim,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,79.4,244.65,2.646666666666667,1
1679-JRFBR,Não,Feminino,Não,Sim,Sim,70,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,1 Ano,Sim,Cartão de Crédito (Automático),108.15,7930.55,3.605,0
1680-VDCWW,Não,Masculino,Não,Sim,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),19.8,202.25,0.66,0
1682-VCOIO,Não,Masculino,Não,Não,Não,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,20.45,481.1,0.6816666666666666,0
1684-FLBGS,Não,Feminino,Não,Sim,Sim,23,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),69.5,1652.1,2.316666666666667,0
1685-BQULA,Não,Feminino,Não,Não,Não,40,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Transferência Bancária (Automática),93.4,3756.4,3.1133333333333337,0
1685-VAYJF,Não,Masculino,Não,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (Automático),45.2,492,1.5066666666666668,0
1686-STUHN,Não,Masculino,Não,Não,Não,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),19.8,849.9,0.66,0
1689-MRZQR,Sim,Masculino,Não,Sim,Sim,34,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque Eletrônico,78.3,2564.3,2.61,1
1689-YQBYY,Não,Feminino,Não,Não,Sim,12,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,76.6,893,2.5533333333333332,0
1696-HXOWK,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Não,1 Ano,Não,Cheque Enviado,95.65,6856.95,3.1883333333333335,0
1696-MZVAU,Não,Masculino,Não,Sim,Sim,39,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),25.25,947.75,0.8416666666666667,0
1697-BCSHV,Não,Feminino,Não,Sim,Sim,58,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Transferência Bancária (Automática),66.8,3970.4,2.2266666666666666,0
1697-LYYYX,Não,Feminino,Não,Sim,Sim,61,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),19.1,1143.8,0.6366666666666667,0
1697-NVVGY,Não,Masculino,Sim,Sim,Não,19,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,Não,Transferência Bancária (Automática),66.4,1286.05,2.2133333333333334,0
1698-XFZCI,Não,Masculino,Não,Não,Não,61,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,107.75,6521.9,3.591666666666667,0
1699-HPSBG,Sim,Masculino,Não,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,1 Ano,Sim,Cheque Eletrônico,59.8,727.8,1.9933333333333332,1
1699-TLDLZ,Não,Feminino,Não,Sim,Sim,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.7,301.55,0.6566666666666666,0
1699-UOTXU,Não,Masculino,Não,Não,Não,60,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,2 Anos,Não,Cheque Eletrônico,61.4,3638.25,2.0466666666666664,0
1702-CCFNJ,Não,Masculino,Não,Sim,Não,52,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Transferência Bancária (Automática),61.35,3169.55,2.045,0
1703-MGIAB,Não,Feminino,Não,Não,Não,17,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cheque Enviado,69.0,1108,2.3,0
1704-NRWYE,Sim,Feminino,Sim,Não,Não,9,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,80.85,751.65,2.695,1
1705-GUHPV,Não,Feminino,Não,Não,Não,63,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,24.2,1618.2,0.8066666666666666,0
1707-HABPF,Não,Feminino,Sim,Não,Não,46,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,1 Ano,Sim,Transferência Bancária (Automática),91.3,4126.35,3.0433333333333334,0
1708-PBBOA,Não,Feminino,Não,Não,Não,42,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,1 Ano,Sim,Cheque Eletrônico,54.75,2348.45,1.825,0
1709-EJDOX,Não,Feminino,Não,Sim,Sim,47,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.75,948.9,0.6583333333333333,0
1710-RCXUS,Não,Masculino,Não,Sim,Não,51,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,1 Ano,Sim,Cartão de Crédito (Automático),90.35,4614.55,3.0116666666666663,0
1716-LSAMB,Não,Masculino,Não,Sim,Sim,45,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,2 Anos,Não,Transferência Bancária (Automática),54.65,2553.7,1.8216666666666665,0
1722-LDZJS,Não,Masculino,Não,Sim,Sim,53,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),20.2,1068.15,0.6733333333333333,0
1723-HKXJQ,Sim,Masculino,Não,Não,Não,42,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,101.75,4273.45,3.3916666666666666,1
1724-BQUHA,Sim,Masculino,Sim,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,89.5,477.7,2.9833333333333334,1
1724-IQWNM,Não,Masculino,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.3,19.3,0.6433333333333333,0
1725-IQNIY,Sim,Masculino,Não,Sim,Não,54,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),109.75,6110.2,3.658333333333333,1
1725-MIMXW,Sim,Masculino,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.45,19.45,0.6483333333333333,1
